duration,protocol_type,service,flag,src_bytes,dst_bytes,category,source
0.0,tcp,http,s0,0.0,0.0,DoS,basic
0.0,tcp,netbios_dgm,rej,0.0,0.0,DoS,basic
0.0,tcp,http,sf,221.0,2878.0,Normal,basic
0.0,icmp,urp_i,sf,181.0,0.0,Normal,basic
0.0,udp,domain_u,sf,42.0,42.0,Normal,basic
0.0,tcp,ftp_data,sf,12.0,0.0,Normal,basic
0.0,tcp,auth,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,210.0,2790.0,Normal,basic
0.0,tcp,http,sf,321.0,5683.0,Normal,basic
0.0,tcp,http,sf,329.0,3982.0,Normal,basic
0.0,tcp,uucp_path,rej,0.0,0.0,DoS,basic
0.0,tcp,domain,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,320.0,379.0,Normal,basic
0.0,tcp,http,sf,225.0,3762.0,Normal,basic
0.0,tcp,ftp,s0,0.0,0.0,DoS,basic
315.0,udp,other,sf,146.0,105.0,Normal,basic
0.0,tcp,http,sf,247.0,1416.0,Normal,basic
0.0,tcp,http,sf,353.0,1483.0,Normal,basic
0.0,udp,domain_u,sf,44.0,44.0,Normal,basic
2.0,tcp,smtp,sf,3065.0,331.0,Normal,basic
0.0,udp,other,sf,102.0,102.0,Normal,basic
0.0,tcp,http,sf,259.0,750.0,Normal,basic
1082.0,udp,other,sf,147.0,105.0,Normal,basic
0.0,tcp,http,sf,0.0,354.0,Normal,basic
0.0,tcp,http,sf,309.0,306.0,Normal,basic
0.0,tcp,http,rej,0.0,0.0,Normal,basic
0.0,tcp,http,sf,278.0,7227.0,Normal,basic
0.0,tcp,http,sf,313.0,761.0,Normal,basic
0.0,tcp,http,sf,219.0,1212.0,Normal,basic
0.0,tcp,http,sf,245.0,9165.0,Normal,basic
0.0,tcp,http,sf,328.0,2243.0,Normal,basic
0.0,tcp,http,sf,251.0,301.0,Normal,basic
0.0,tcp,smtp,sf,2089.0,335.0,Normal,basic
0.0,tcp,http,sf,237.0,511.0,Normal,basic
0.0,tcp,http,sf,324.0,431.0,Normal,basic
25950.0,tcp,private,rstr,1.0,0.0,Probe,basic
0.0,tcp,z39_50,rej,0.0,0.0,DoS,basic
0.0,udp,private,sf,105.0,145.0,Normal,basic
0.0,tcp,http,sf,218.0,974.0,Normal,basic
0.0,tcp,http,sf,325.0,2649.0,Normal,basic
0.0,tcp,bgp,rej,0.0,0.0,DoS,basic
240.0,tcp,http,sf,328.0,275.0,Normal,basic
0.0,tcp,bgp,s0,0.0,0.0,DoS,basic
0.0,tcp,finger,sf,9.0,138.0,Normal,basic
0.0,udp,domain_u,sf,46.0,46.0,Normal,basic
1.0,tcp,smtp,sf,1079.0,334.0,Normal,basic
0.0,udp,domain_u,sf,45.0,139.0,Normal,basic
26.0,tcp,ftp,sf,273.0,903.0,Normal,basic
0.0,tcp,ldap,rej,0.0,0.0,DoS,basic
0.0,tcp,http,sf,237.0,138.0,Normal,basic
0.0,tcp,http,sf,225.0,1357.0,Normal,basic
0.0,udp,other,sf,147.0,0.0,Normal,basic
0.0,tcp,http,sf,262.0,1011.0,Normal,basic
0.0,icmp,ecr_i,sf,1032.0,0.0,DoS,basic
0.0,tcp,http,sf,261.0,8412.0,Normal,basic
0.0,tcp,http,sf,294.0,1719.0,Normal,basic
0.0,tcp,http,sf,221.0,981.0,Normal,basic
0.0,tcp,http,sf,284.0,10352.0,Normal,basic
0.0,tcp,gopher,sh,0.0,0.0,Probe,basic
0.0,tcp,http,sf,309.0,16096.0,Normal,basic
0.0,tcp,telnet,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,214.0,283.0,Normal,basic
0.0,tcp,vmnet,s0,0.0,0.0,DoS,basic
0.0,tcp,systat,s0,0.0,0.0,DoS,basic
0.0,tcp,http_443,s0,0.0,0.0,DoS,basic
0.0,udp,domain_u,sf,46.0,78.0,Normal,basic
0.0,tcp,ftp_data,sf,748.0,0.0,Normal,basic
0.0,tcp,efs,s0,0.0,0.0,DoS,basic
0.0,tcp,whois,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,329.0,8437.0,Normal,basic
0.0,tcp,ftp_data,sf,9.0,0.0,Normal,basic
0.0,udp,domain_u,sf,46.0,128.0,Normal,basic
0.0,tcp,ftp_data,sf,1766.0,0.0,Normal,basic
9015.0,tcp,other,rstr,1.0,0.0,Probe,basic
7.0,tcp,finger,sf,8.0,135.0,Normal,basic
0.0,tcp,http,sf,266.0,529.0,Normal,basic
0.0,tcp,ftp_data,sf,245.0,0.0,Normal,basic
0.0,tcp,http,sf,295.0,465.0,Normal,basic
0.0,tcp,gopher,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,228.0,6834.0,Normal,basic
0.0,tcp,imap4,rej,0.0,0.0,DoS,basic
0.0,tcp,other,rej,0.0,0.0,Probe,basic
0.0,udp,other,sf,1.0,0.0,Probe,basic
0.0,tcp,iso_tsap,s0,0.0,0.0,DoS,basic
0.0,icmp,ecr_i,sf,30.0,0.0,Normal,basic
1.0,tcp,smtp,sf,2078.0,333.0,Normal,basic
0.0,tcp,ftp_data,sf,19.0,0.0,Normal,basic
0.0,tcp,smtp,sf,661.0,329.0,Normal,basic
0.0,tcp,smtp,sf,1075.0,364.0,Normal,basic
0.0,tcp,http,sf,223.0,656.0,Normal,basic
15159.0,tcp,ftp,sf,350.0,1185.0,R2L,basic
0.0,tcp,http,sf,233.0,2470.0,Normal,basic
0.0,tcp,echo,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,201.0,1938.0,Normal,basic
0.0,tcp,http,sf,271.0,4781.0,Normal,basic
0.0,tcp,ftp_data,sf,14416.0,0.0,Normal,basic
0.0,tcp,http,sf,227.0,11564.0,Normal,basic
0.0,tcp,http,sf,225.0,2445.0,Normal,basic
0.0,tcp,http,sf,176.0,426.0,Normal,basic
0.0,tcp,klogin,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,227.0,762.0,Normal,basic
0.0,tcp,smtp,sf,855.0,575.0,Normal,basic
0.0,tcp,smtp,sf,944.0,330.0,Normal,basic
0.0,tcp,smtp,sf,954.0,326.0,Normal,basic
0.0,tcp,http,sf,166.0,34660.0,Normal,basic
0.0,tcp,http,sf,306.0,2698.0,Normal,basic
0.0,icmp,ecr_i,sf,1480.0,0.0,DoS,basic
0.0,tcp,http,sf,313.0,8549.0,Normal,basic
0.0,tcp,link,s0,0.0,0.0,DoS,basic
0.0,tcp,sunrpc,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,285.0,6008.0,Normal,basic
0.0,tcp,http,sf,226.0,1411.0,Normal,basic
0.0,tcp,http,sf,256.0,12984.0,Normal,basic
1.0,tcp,smtp,sf,3740.0,449.0,Normal,basic
0.0,tcp,http,sf,224.0,449.0,Normal,basic
0.0,tcp,login,s0,0.0,0.0,DoS,basic
4.0,tcp,ftp_data,sf,832.0,0.0,R2L,basic
0.0,tcp,http,sf,201.0,169.0,Normal,basic
0.0,tcp,http,sf,285.0,304.0,Normal,basic
0.0,tcp,kshell,s0,0.0,0.0,DoS,basic
0.0,tcp,ftp_data,sf,7422.0,0.0,Normal,basic
0.0,tcp,http,sf,198.0,12884.0,Normal,basic
20.0,tcp,smtp,sf,2310.0,328.0,Normal,basic
0.0,tcp,http,sf,331.0,955.0,Normal,basic
0.0,icmp,urp_i,sf,65.0,0.0,Normal,basic
0.0,udp,domain_u,sf,45.0,77.0,Normal,basic
0.0,tcp,ftp,rsto,0.0,0.0,DoS,basic
0.0,tcp,finger,sf,9.0,142.0,Normal,basic
0.0,tcp,http,sf,283.0,912.0,Normal,basic
0.0,tcp,http,sf,221.0,1789.0,Normal,basic
0.0,tcp,http,sf,302.0,1380.0,Normal,basic
0.0,tcp,http,sf,355.0,870.0,Normal,basic
18.0,tcp,telnet,sf,106.0,1468.0,Normal,basic
0.0,tcp,http,sf,286.0,1423.0,Normal,basic
9235.0,tcp,other,rstr,1.0,0.0,Probe,basic
0.0,tcp,sql_net,sh,0.0,0.0,Probe,basic
0.0,tcp,http,sf,168.0,9551.0,Normal,basic
0.0,tcp,http,sf,238.0,864.0,Normal,basic
0.0,tcp,private,rstr,0.0,0.0,Probe,basic
0.0,tcp,http,sf,291.0,10369.0,Normal,basic
0.0,tcp,smtp,sf,749.0,330.0,Normal,basic
0.0,tcp,http,sf,198.0,6924.0,Normal,basic
0.0,tcp,mtp,rej,0.0,0.0,DoS,basic
0.0,tcp,http,sf,167.0,709.0,Normal,basic
0.0,tcp,http,sf,241.0,851.0,Normal,basic
0.0,tcp,http,sf,337.0,3360.0,Normal,basic
0.0,tcp,smtp,sf,729.0,328.0,Normal,basic
0.0,tcp,http,sf,222.0,1483.0,Normal,basic
0.0,tcp,auth,rej,0.0,0.0,DoS,basic
0.0,udp,domain_u,sf,46.0,134.0,Normal,basic
0.0,tcp,http,sf,246.0,2719.0,Normal,basic
0.0,tcp,http,sf,222.0,771.0,Normal,basic
409.0,tcp,telnet,sf,279.0,9598.0,Normal,basic
0.0,tcp,http,sf,226.0,651.0,Normal,basic
0.0,tcp,http,sf,299.0,447.0,Normal,basic
0.0,tcp,http,sf,281.0,1951.0,Normal,basic
0.0,tcp,time,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,263.0,453.0,Normal,basic
36613.0,tcp,private,rstr,1.0,0.0,Probe,basic
0.0,tcp,ftp,rsto,0.0,0.0,Normal,basic
0.0,tcp,sql_net,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,283.0,1980.0,Normal,basic
0.0,tcp,http,sf,161.0,5530.0,Normal,basic
0.0,tcp,http,sf,211.0,321.0,Normal,basic
0.0,tcp,http,sf,201.0,1701.0,Normal,basic
0.0,tcp,ftp_data,sf,567.0,0.0,Normal,basic
0.0,tcp,hostnames,rej,0.0,0.0,DoS,basic
5043.0,tcp,ftp_data,sf,5131424.0,0.0,R2L,basic
0.0,tcp,http,sf,320.0,420.0,Normal,basic
0.0,tcp,smtp,s0,0.0,0.0,Normal,basic
0.0,tcp,http,sf,204.0,1229.0,Normal,basic
0.0,tcp,time,rstr,0.0,0.0,Probe,basic
0.0,tcp,ftp_data,sf,10389.0,0.0,Normal,basic
0.0,tcp,http,sf,344.0,573.0,Normal,basic
0.0,tcp,exec,rsto,0.0,0.0,DoS,basic
0.0,tcp,netbios_dgm,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,243.0,821.0,Normal,basic
0.0,udp,private,sf,105.0,146.0,Normal,basic
1.0,tcp,smtp,sf,1080.0,327.0,Normal,basic
0.0,tcp,smtp,sf,657.0,326.0,Normal,basic
0.0,tcp,http,sf,284.0,765.0,Normal,basic
0.0,tcp,http,sf,261.0,15455.0,Normal,basic
0.0,tcp,http,sf,317.0,315.0,Normal,basic
0.0,udp,domain_u,sf,33.0,0.0,Normal,basic
0.0,udp,domain_u,sf,44.0,70.0,Normal,basic
0.0,tcp,http,sf,215.0,584.0,Normal,basic
0.0,tcp,http,sf,332.0,2844.0,Normal,basic
1.0,tcp,smtp,sf,978.0,334.0,Normal,basic
0.0,tcp,http,sf,296.0,5670.0,Normal,basic
0.0,tcp,http,sf,214.0,9986.0,Normal,basic
0.0,udp,ntp_u,sf,48.0,48.0,Normal,basic
0.0,tcp,http,sf,226.0,1301.0,Normal,basic
0.0,icmp,urp_i,sf,78.0,0.0,Normal,basic
0.0,tcp,discard,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,294.0,3327.0,Normal,basic
0.0,tcp,http,sf,220.0,1249.0,Normal,basic
0.0,tcp,http,sf,196.0,3282.0,Normal,basic
0.0,tcp,http,sf,327.0,4482.0,Normal,basic
0.0,tcp,ftp_data,sf,319.0,0.0,Normal,basic
0.0,tcp,smtp,sf,1087.0,302.0,Normal,basic
0.0,tcp,http,sf,210.0,3754.0,Normal,basic
0.0,tcp,http,sf,234.0,6282.0,Normal,basic
0.0,tcp,http,sf,54540.0,8314.0,DoS,basic
0.0,tcp,http,sf,237.0,1461.0,Normal,basic
0.0,tcp,http,sf,200.0,955.0,Normal,basic
0.0,tcp,http,sf,219.0,657.0,Normal,basic
0.0,tcp,http,sf,284.0,5921.0,Normal,basic
0.0,tcp,nntp,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,325.0,426.0,Normal,basic
0.0,tcp,courier,s0,0.0,0.0,DoS,basic
0.0,icmp,eco_i,sf,30.0,0.0,Normal,basic
0.0,tcp,http,sf,335.0,7902.0,Normal,basic
0.0,udp,domain_u,sf,36.0,0.0,Normal,basic
0.0,tcp,http,sf,216.0,1956.0,Normal,basic
0.0,udp,domain_u,sf,44.0,78.0,Normal,basic
0.0,tcp,http,sf,347.0,8113.0,Normal,basic
1.0,tcp,smtp,sf,570.0,280.0,Normal,basic
0.0,tcp,http,sf,219.0,17540.0,Normal,basic
31401.0,tcp,private,rstr,1.0,0.0,Probe,basic
0.0,tcp,time,sf,0.0,4.0,Normal,basic
0.0,tcp,http,sf,233.0,581.0,Normal,basic
0.0,tcp,ftp_data,sf,276.0,0.0,Normal,basic
0.0,udp,domain_u,sf,44.0,139.0,Normal,basic
7805.0,tcp,telnet,sf,1828.0,148722.0,Normal,basic
0.0,tcp,http,sf,200.0,764.0,Normal,basic
0.0,tcp,http,sf,216.0,5284.0,Normal,basic
0.0,tcp,http,sf,234.0,997.0,Normal,basic
0.0,tcp,http,sf,220.0,1643.0,Normal,basic
0.0,tcp,http,sf,288.0,2881.0,Normal,basic
0.0,tcp,uucp,rsto,0.0,0.0,DoS,basic
0.0,udp,private,sf,1.0,0.0,Probe,basic
0.0,tcp,http,sf,279.0,494.0,Normal,basic
0.0,tcp,ftp_data,sf,192.0,0.0,Normal,basic
7.0,tcp,telnet,sf,105.0,1401.0,Normal,basic
10.0,tcp,smtp,sf,1330.0,282.0,Normal,basic
0.0,icmp,ecr_i,sf,520.0,0.0,DoS,basic
0.0,tcp,http,sf,230.0,362.0,Normal,basic
0.0,udp,domain_u,sf,44.0,110.0,Normal,basic
0.0,tcp,http,sf,271.0,3582.0,Normal,basic
0.0,tcp,http,sf,179.0,1668.0,Normal,basic
0.0,tcp,ftp_data,sf,852.0,0.0,Normal,basic
0.0,tcp,http,sf,222.0,310.0,Normal,basic
0.0,tcp,http,sf,314.0,4137.0,Normal,basic
0.0,tcp,login,rsto,0.0,0.0,DoS,basic
0.0,tcp,http,sf,230.0,6880.0,Normal,basic
0.0,tcp,ctf,s0,0.0,0.0,DoS,basic
0.0,tcp,smtp,sf,857.0,327.0,Normal,basic
0.0,tcp,http,sf,234.0,1707.0,Normal,basic
0.0,tcp,http,sf,215.0,6367.0,Normal,basic
0.0,tcp,http,sf,305.0,2507.0,Normal,basic
0.0,tcp,http,sf,336.0,15767.0,Normal,basic
5784.0,udp,other,sf,147.0,105.0,Normal,basic
0.0,tcp,http,sf,335.0,1212.0,Normal,basic
0.0,tcp,http,sf,339.0,241.0,Normal,basic
0.0,tcp,http,sf,317.0,3245.0,Normal,basic
0.0,udp,domain_u,sf,42.0,131.0,Normal,basic
0.0,tcp,smtp,sf,986.0,368.0,Normal,basic
0.0,icmp,urp_i,sf,183.0,0.0,Normal,basic
0.0,tcp,http,sf,405.0,23786.0,Normal,basic
0.0,tcp,smtp,sf,785.0,327.0,Normal,basic
0.0,tcp,http,sf,258.0,4302.0,Normal,basic
0.0,tcp,http,sf,318.0,2649.0,Normal,basic
0.0,tcp,ssh,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,216.0,1240.0,Normal,basic
1.0,tcp,private,rstr,0.0,0.0,Probe,basic
0.0,tcp,http,sf,291.0,320.0,Normal,basic
0.0,tcp,http,sf,224.0,546.0,Normal,basic
0.0,tcp,ftp_data,rej,0.0,0.0,Probe,basic
542.0,udp,domain_u,sf,17.0,42.0,Normal,basic
0.0,udp,domain_u,sf,29.0,29.0,Normal,basic
0.0,udp,private,sf,105.0,147.0,Normal,basic
0.0,tcp,http,sf,325.0,12884.0,Normal,basic
0.0,tcp,http,sf,212.0,828.0,Normal,basic
0.0,tcp,http,sf,240.0,1475.0,Normal,basic
0.0,tcp,http,sf,292.0,13206.0,Normal,basic
0.0,tcp,http,sf,172.0,12793.0,Normal,basic
0.0,tcp,http,sf,310.0,788.0,Normal,basic
0.0,udp,domain_u,sf,44.0,128.0,Normal,basic
0.0,udp,other,sf,145.0,0.0,Normal,basic
1.0,tcp,ftp,sf,1238.0,2451.0,R2L,basic
2.0,tcp,smtp,sf,1551.0,362.0,Normal,basic
4.0,tcp,smtp,sf,1308.0,328.0,Normal,basic
0.0,tcp,http,sf,356.0,1125.0,Normal,basic
0.0,tcp,http,sf,364.0,6914.0,Normal,basic
0.0,tcp,http,sf,331.0,776.0,Normal,basic
0.0,tcp,exec,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,247.0,7546.0,Normal,basic
0.0,tcp,http,sf,300.0,1841.0,Normal,basic
0.0,tcp,http,sf,355.0,2109.0,Normal,basic
0.0,tcp,http,sf,316.0,1260.0,Normal,basic
0.0,udp,domain_u,sf,44.0,136.0,Normal,basic
30.0,tcp,ftp,sf,1458.0,4152.0,Normal,basic
10455.0,udp,other,sf,146.0,105.0,Normal,basic
0.0,tcp,imap4,s0,0.0,0.0,DoS,basic
10326.0,udp,other,sf,146.0,105.0,Normal,basic
0.0,tcp,smtp,rsto,13794.0,2966.0,Normal,basic
0.0,tcp,smtp,sf,911.0,325.0,Normal,basic
0.0,tcp,smtp,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,280.0,3332.0,Normal,basic
0.0,tcp,daytime,s0,0.0,0.0,DoS,basic
0.0,udp,domain_u,sf,41.0,41.0,Normal,basic
0.0,tcp,finger,sf,10.0,139.0,Normal,basic
0.0,tcp,http,sf,311.0,488.0,Normal,basic
0.0,tcp,http,sf,281.0,1745.0,Normal,basic
0.0,tcp,http,sf,297.0,1285.0,Normal,basic
0.0,tcp,ldap,s0,0.0,0.0,DoS,basic
0.0,udp,domain_u,sf,43.0,72.0,Normal,basic
0.0,tcp,http,sf,215.0,9399.0,Normal,basic
0.0,udp,other,sf,516.0,4.0,Normal,basic
28.0,udp,domain_u,sf,44.0,44.0,Normal,basic
0.0,tcp,time,rsto,0.0,0.0,DoS,basic
0.0,tcp,smtp,sf,676.0,328.0,Normal,basic
0.0,tcp,http,sf,334.0,455.0,Normal,basic
0.0,tcp,http,sf,204.0,1596.0,Normal,basic
0.0,tcp,http,sf,192.0,301.0,Normal,basic
0.0,tcp,http,sf,256.0,4486.0,Normal,basic
0.0,icmp,eco_i,sf,64.0,0.0,Normal,basic
0.0,udp,domain_u,sf,46.0,136.0,Normal,basic
0.0,tcp,http,sf,220.0,253.0,Normal,basic
0.0,udp,domain_u,sf,41.0,117.0,Normal,basic
0.0,tcp,http,sf,248.0,2313.0,Normal,basic
0.0,tcp,ftp,sf,1250.0,2451.0,R2L,basic
0.0,tcp,whois,rej,0.0,0.0,DoS,basic
202.0,tcp,telnet,sf,209.0,1824.0,Normal,basic
0.0,tcp,other,sf,5891.0,0.0,Normal,basic
0.0,tcp,http,sf,276.0,1767.0,Normal,basic
0.0,tcp,http,sf,231.0,2304.0,Normal,basic
0.0,tcp,http,sf,312.0,422.0,Normal,basic
41285.0,tcp,remote_job,rstr,1.0,0.0,Probe,basic
0.0,udp,domain_u,sf,29.0,0.0,Normal,basic
0.0,tcp,ftp_data,sf,13239.0,0.0,Normal,basic
0.0,tcp,finger,sf,8.0,223.0,Normal,basic
0.0,tcp,shell,s0,0.0,0.0,DoS,basic
0.0,udp,domain_u,sf,44.0,79.0,Normal,basic
0.0,tcp,http,sf,324.0,10647.0,Normal,basic
0.0,tcp,http,sf,355.0,657.0,Normal,basic
13488.0,tcp,other,rstr,1.0,0.0,Probe,basic
0.0,tcp,http,sf,205.0,253.0,Normal,basic
0.0,tcp,netbios_ns,rej,0.0,0.0,DoS,basic
0.0,tcp,http,sf,325.0,753.0,Normal,basic
0.0,tcp,systat,rej,0.0,0.0,DoS,basic
0.0,tcp,http,sf,232.0,193.0,Normal,basic
4.0,tcp,smtp,sf,886.0,326.0,Normal,basic
0.0,tcp,http,sf,319.0,3432.0,Normal,basic
0.0,tcp,http,sf,147.0,12141.0,Normal,basic
1.0,tcp,smtp,sf,1451.0,330.0,Normal,basic
0.0,tcp,http,sf,235.0,1889.0,Normal,basic
25.0,tcp,private,rstr,0.0,0.0,Probe,basic
0.0,tcp,http,sf,299.0,1540.0,Normal,basic
0.0,tcp,hostnames,s0,0.0,0.0,DoS,basic
0.0,tcp,http,sf,237.0,241.0,Normal,basic
3047.0,udp,other,sf,146.0,105.0,Normal,basic
0.0,tcp,csnet_ns,rej,0.0,0.0,Probe,basic
1327.0,udp,other,sf,146.0,105.0,Normal,basic
0.0,tcp,http,sf,202.0,1923.0,Normal,basic
0.0,tcp,ftp_data,sf,383.0,0.0,Normal,basic
0.0,tcp,http,sf,345.0,2254.0,Normal,basic
0.0,tcp,http,sf,278.0,6546.0,Normal,basic
0.0,tcp,http,sf,196.0,16143.0,Normal,basic
0.0,tcp,http,sf,277.0,2253.0,Normal,basic
0.0,tcp,http,sf,203.0,578.0,Normal,basic
860.0,udp,other,sf,147.0,105.0,Normal,basic
0.0,tcp,http,sf,367.0,5199.0,Normal,basic
0.0,tcp,ssh,s0,0.0,0.0,Probe,basic
0.0,tcp,http,sf,257.0,23051.0,Normal,basic
0.0,udp,domain_u,sf,128.0,44.0,Normal,basic
0.0,tcp,http,sf,254.0,523.0,Normal,basic
0.0,tcp,http,sf,225.0,22996.0,Normal,basic
0.0,tcp,smtp,sf,775.0,331.0,Normal,basic
475.0,tcp,http,sf,314.0,266.0,Normal,basic
8.0,tcp,smtp,sf,525.0,335.0,Normal,basic
0.0,tcp,http,sf,213.0,37327.0,Normal,basic
0.0,tcp,http,sf,190.0,8654.0,Normal,basic
0.0,tcp,iso_tsap,rej,0.0,0.0,DoS,basic
27.0,tcp,ftp,sf,1067.0,3081.0,Normal,basic
0.0,udp,domain_u,sf,126.0,44.0,Normal,basic
0.0,tcp,http,sf,333.0,2547.0,Normal,basic
0.0,tcp,ftp_data,sf,4491.0,0.0,Normal,basic
0.0,tcp,http,sf,239.0,255.0,Normal,basic
2.0,tcp,smtp,sf,1258.0,359.0,Normal,basic
0.0,udp,domain_u,sf,42.0,65.0,Normal,basic
0.0,tcp,http,sf,224.0,1270.0,Normal,basic
0.0,tcp,http,sf,231.0,3215.0,Normal,basic
5065.0,udp,other,sf,147.0,105.0,Normal,basic
0.0,udp,domain_u,sf,44.0,72.0,Normal,basic
0.0,tcp,telnet,rsto,125.0,179.0,R2L,basic
0.0,tcp,auth,sf,13.0,40.0,Normal,basic
0.0,tcp,http,sf,233.0,4759.0,Normal,basic
0.0,tcp,http,s1,278.0,7958.0,Normal,basic
0.0,tcp,http,sf,237.0,5193.0,Normal,basic
0.0,tcp,http,sf,301.0,2698.0,Normal,basic
0.0,tcp,http,sf,246.0,3295.0,Normal,basic
0.0,tcp,http,sf,230.0,12471.0,Normal,basic
0.0,udp,domain_u,sf,46.0,82.0,Normal,basic
1985.0,udp,other,sf,147.0,105.0,Normal,basic
0.0,tcp,shell,sf,82.0,1.0,Normal,basic
0.0,udp,domain_u,sf,46.0,80.0,Normal,basic
0.0,tcp,http,sf,376.0,345.0,Normal,basic
5.0,udp,private,sf,105.0,146.0,Normal,basic
0.0,tcp,smtp,sf,1053.0,329.0,Normal,basic
0.0,udp,domain_u,sf,46.0,130.0,Normal,basic
0.0,udp,domain_u,sf,45.0,119.0,Normal,basic
1.0,tcp,smtp,sf,1539.0,395.0,Normal,basic
0.0,tcp,http,sf,358.0,1758.0,Normal,basic
0.0,tcp,http,sf,282.0,1227.0,Normal,basic
0.0,tcp,http,sf,323.0,1509.0,Normal,basic
0.0,udp,private,sf,105.0,105.0,Normal,basic
0.0,tcp,http,sf,218.0,358.0,Normal,basic
0.0,tcp,netstat,rej,0.0,0.0,DoS,basic
0.0,tcp,http,sf,329.0,303.0,Normal,basic
0.0,tcp,smtp,sf,788.0,328.0,Normal,basic
0.0,tcp,http,sf,311.0,4591.0,Normal,basic
0.0,tcp,pop_3,sf,35.0,130.0,Normal,basic
0.0,tcp,ftp_data,sf,59.0,0.0,Normal,basic
0.0,tcp,http,sf,226.0,1022.0,Normal,basic
0.0,tcp,http,sf,203.0,2108.0,Normal,basic
8.0,tcp,smtp,sf,2544.0,333.0,Normal,basic
0.0,tcp,http,sf,327.0,6721.0,Normal,basic
0.0,tcp,nnsp,s0,0.0,0.0,DoS,basic
0.0,tcp,gopher,rej,0.0,0.0,DoS,basic
1.0,tcp,smtp,sf,763.0,335.0,Normal,basic
0.0,tcp,http,sf,307.0,8339.0,Normal,basic
0.0,tcp,http,sf,236.0,7262.0,Normal,basic
